Customer_Name,Customer_ID,Order_ID,Order_Date,Product_ID,Product,Category,Subsidiary_Name,Country,States,Price($),Year,Sales_Amount($),Quantity
Walmart,WM-1250,ORD-9133,7/3/2017,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Washington,31.00,2017,34,100.00,1100
Kroger,KG-1251,ORD-9134,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,17,100.00,900
Costco,CC-1252,ORD-9135,22/9/2017,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Texas,21.00,2017,14,700.00,700
Bwanaz,BN-1253,ORD-9136,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9137,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,000.00,1000
Kroger,KG-1251,ORD-9138,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Costco,CC-1252,ORD-9139,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9140,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9141,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9142,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Costco,CC-1252,ORD-9143,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9144,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,5,400.00,600
Walmart,WM-1250,ORD-9145,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Oregon,12.00,,12,000.00,1000
Kroger,KG-1251,ORD-9146,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,15,300.00,900
Costco,CC-1252,ORD-9147,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,6,000.00,500
Bwanaz,BN-1253,ORD-9148,,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,,8,400.00,600
Costco,CC-1252,ORD-9149,22/9/2019,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Washington,40.00,2019,24,000.00,600
Kroger,KG-1251,ORD-9150,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,17,100.00,900
Walmart,WM-1250,ORD-9151,7/1/2019,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,2019,48,000.00,1200
Walmart,WM-1250,ORD-9152,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-9153,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-9154,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-9155,22/4/2020,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,2020,8,400.00,600
Bwanaz,BN-1253,ORD-9156,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,,6,000.00,500
Walmart,WM-1250,ORD-9157,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9158,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Costco,CC-1252,ORD-9159,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9160,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9161,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9162,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,15,300.00,900
Costco,CC-1252,ORD-9163,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9164,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9165,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,74,400.00,1200
Kroger,KG-1251,ORD-9166,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Costco,CC-1252,ORD-9167,22/7/2019,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,2019,45,500.00,700
Bwanaz,BN-1253,ORD-9168,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,5,400.00,600
Costco,CC-1252,ORD-9169,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,11,900.00,700
Kroger,KG-1251,ORD-9170,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,,24,800.00,800
Walmart,WM-1250,ORD-9171,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,14,400.00,1200
Walmart,WM-1250,ORD-9172,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,14,400.00,1200
Walmart,WM-1250,ORD-9173,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9174,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-9175,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9176,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,5,400.00,600
Walmart,WM-1250,ORD-9177,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9178,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,15,300.00,900
Costco,CC-1252,ORD-9179,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,6,000.00,500
Bwanaz,BN-1253,ORD-9180,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9181,7/2/2017,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,2017,25,200.00,1200
Kroger,KG-1251,ORD-9182,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,36,000.00,900
Costco,CC-1252,ORD-9183,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,9,500.00,500
Bwanaz,BN-1253,ORD-9184,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9185,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-9186,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,55,800.00,900
Costco,CC-1252,ORD-9187,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9188,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Costco,CC-1252,ORD-9189,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,,6,000.00,500
Kroger,KG-1251,ORD-9190,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,55,800.00,900
Walmart,WM-1250,ORD-9191,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,000.00,1000
Walmart,WM-1250,ORD-9192,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-9193,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9194,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,8,100.00,900
Costco,CC-1252,ORD-9195,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9196,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9197,7/8/2018,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2018,52,000.00,1000
Kroger,KG-1251,ORD-9198,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,,58,500.00,900
Costco,CC-1252,ORD-9199,22/6/2016,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,2016,15,500.00,500
Bwanaz,BN-1253,ORD-9200,,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,,7,200.00,600
Walmart,WM-1250,ORD-9201,,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,,9,000.00,1000
Kroger,KG-1251,ORD-9202,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,17,100.00,900
Costco,CC-1252,ORD-9203,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9204,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9205,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9206,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Texas,21.00,,16,800.00,800
Costco,CC-1252,ORD-9207,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,6,300.00,700
Bwanaz,BN-1253,ORD-9208,,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,,7,200.00,600
Costco,CC-1252,ORD-9209,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,6,000.00,500
Kroger,KG-1251,ORD-9210,15/12/2020,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2020,9,600.00,800
Walmart,WM-1250,ORD-9211,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9212,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Washington,12.00,,12,000.00,1000
Walmart,WM-1250,ORD-9213,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,,62,000.00,1000
Kroger,KG-1251,ORD-9214,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Costco,CC-1252,ORD-9215,22/10/2019,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,2019,24,000.00,600
Bwanaz,BN-1253,ORD-9216,,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,,7,200.00,600
Walmart,WM-1250,ORD-9217,,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,,12,000.00,1000
Kroger,KG-1251,ORD-9218,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,17,100.00,900
Costco,CC-1252,ORD-9219,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9220,,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,,8,400.00,600
Walmart,WM-1250,ORD-9221,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9222,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,36,000.00,900
Costco,CC-1252,ORD-9223,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,6,300.00,700
Bwanaz,BN-1253,ORD-9224,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,5,400.00,600
Walmart,WM-1250,ORD-9225,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9226,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,8,100.00,900
Costco,CC-1252,ORD-9227,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9228,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Costco,CC-1252,ORD-9229,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Washington,19.00,,9,500.00,500
Kroger,KG-1251,ORD-9230,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,49,600.00,800
Walmart,WM-1250,ORD-9231,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,62,000.00,1000
Walmart,WM-1250,ORD-9232,,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,,9,000.00,1000
Walmart,WM-1250,ORD-9233,,PROD- 101,ace-mango,White,Ace Cider,USA,Washington,12.00,,12,000.00,1000
Kroger,KG-1251,ORD-9234,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Costco,CC-1252,ORD-9235,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9236,3/7/2017,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,2017,6,000.00,500
Walmart,WM-1250,ORD-9237,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Oregon,12.00,,12,000.00,1000
Kroger,KG-1251,ORD-9238,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,,58,500.00,900
Costco,CC-1252,ORD-9239,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9240,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,4,500.00,500
Walmart,WM-1250,ORD-9241,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Oregon,12.00,,14,400.00,1200
Kroger,KG-1251,ORD-9242,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,15,300.00,900
Costco,CC-1252,ORD-9243,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9244,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9245,7/4/2017,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,2017,34,100.00,1100
Kroger,KG-1251,ORD-9246,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,17,100.00,900
Costco,CC-1252,ORD-9247,22/10/2017,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Texas,21.00,2017,14,700.00,700
Bwanaz,BN-1253,ORD-9248,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Costco,CC-1252,ORD-9249,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,11,900.00,700
Kroger,KG-1251,ORD-9250,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,49,600.00,800
Walmart,WM-1250,ORD-9251,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9252,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9253,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,,12,000.00,1000
Kroger,KG-1251,ORD-9254,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Costco,CC-1252,ORD-9255,,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,,6,300.00,700
Bwanaz,BN-1253,ORD-9256,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9257,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9258,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,8,100.00,900
Costco,CC-1252,ORD-9259,22/5/2020,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Washington,14.00,2020,8,400.00,600
Bwanaz,BN-1253,ORD-9260,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9261,7/2/2019,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,2019,48,000.00,1200
Kroger,KG-1251,ORD-9262,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-9263,22/11/2019,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,2019,24,000.00,600
Bwanaz,BN-1253,ORD-9264,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,4,500.00,500
Walmart,WM-1250,ORD-9265,,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,,12,000.00,1000
Kroger,KG-1251,ORD-9266,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-9267,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9268,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Costco,CC-1252,ORD-9269,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Kroger,KG-1251,ORD-9270,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,49,600.00,800
Walmart,WM-1250,ORD-9271,,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,,9,000.00,1000
Walmart,WM-1250,ORD-9272,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-9273,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9274,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,15,300.00,900
Costco,CC-1252,ORD-9275,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,6,000.00,500
Bwanaz,BN-1253,ORD-9276,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,,6,000.00,500
Walmart,WM-1250,ORD-9277,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,62,000.00,1000
Kroger,KG-1251,ORD-9278,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,49,600.00,800
Costco,CC-1252,ORD-9279,22/12/2017,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2017,36,400.00,700
Bwanaz,BN-1253,ORD-9280,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,4,500.00,500
Walmart,WM-1250,ORD-9281,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,000.00,1000
Kroger,KG-1251,ORD-9282,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Oregon,65.00,,58,500.00,900
Costco,CC-1252,ORD-9283,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,6,000.00,500
Bwanaz,BN-1253,ORD-9284,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,,6,000.00,500
Walmart,WM-1250,ORD-9285,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9286,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Oregon,31.00,,24,800.00,800
Costco,CC-1252,ORD-9287,,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,,6,300.00,700
Bwanaz,BN-1253,ORD-9288,,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,,7,200.00,600
Costco,CC-1252,ORD-9289,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Kroger,KG-1251,ORD-9290,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,15,300.00,900
Walmart,WM-1250,ORD-9291,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9292,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9293,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,22,800.00,1200
Kroger,KG-1251,ORD-9294,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Texas,21.00,,16,800.00,800
Costco,CC-1252,ORD-9295,22/7/2016,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Washington,31.00,2016,15,500.00,500
Bwanaz,BN-1253,ORD-9296,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9297,,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,,9,000.00,1000
Kroger,KG-1251,ORD-9298,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,17,100.00,900
Costco,CC-1252,ORD-9299,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9300,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9301,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9302,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,California,21.00,,16,800.00,800
Costco,CC-1252,ORD-9303,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9304,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9305,,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Washington,14.00,,15,400.00,1100
Kroger,KG-1251,ORD-9306,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,15,300.00,900
Costco,CC-1252,ORD-9307,22/6/2020,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,2020,8,400.00,600
Bwanaz,BN-1253,ORD-9308,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,,6,000.00,500
Costco,CC-1252,ORD-9309,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,37,200.00,600
Kroger,KG-1251,ORD-9310,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Walmart,WM-1250,ORD-9311,7/3/2019,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,2019,48,000.00,1200
Walmart,WM-1250,ORD-9312,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,000.00,1000
Walmart,WM-1250,ORD-9313,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-9314,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Texas,65.00,,58,500.00,900
Costco,CC-1252,ORD-9315,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-9316,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9317,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9318,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,,24,800.00,800
Costco,CC-1252,ORD-9319,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,6,300.00,700
Bwanaz,BN-1253,ORD-9320,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9321,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9322,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,15,300.00,900
Costco,CC-1252,ORD-9323,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,,6,000.00,500
Bwanaz,BN-1253,ORD-9324,3/8/2017,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2017,6,000.00,500
